flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
2381,ORX,DEX,07-09-2022,60983,Zatar chicken,C,12,10
2359,IAX,SAX,07-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
2243,ORX,LAX,08-09-2022,58981,Scrambled eggs,O,13,0
1772,SEX,ORX,08-09-2022,58019,Belgium waffle,WF,10,7
2134,EWX,DEX,02-09-2022,58981,Scrambled eggs,O,11,6
2341,ORX,MCX,02-09-2022,61360,Brioche cheeseburger,B,10,5
1602,PHX,EWX,03-09-2022,60983,Zatar chicken,C,11,3
2305,SAX,IAX,05-09-2022,58110,Vegetarian entree,V,12,4
2172,GRX,DEX,08-09-2022,60983,Zatar chicken,C,12,0
2231,ORX,DFX,10-09-2022,60983,Zatar chicken,C,8,0
670,EWX,AUX,01-09-2022,61524,Scrambled eggs,O,6,5
2667,DEX,SNX,03-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1525,IAX,EWX,02-09-2022,58019,Belgium waffle,WF,15,11
231,DCX,IAX,07-09-2022,58981,Scrambled eggs,O,8,6
2391,LAX,IAX,11-09-2022,60983,Zatar chicken,C,20,18
1276,SEX,IAX,12-09-2022,60987,Impossible Meatball Bowl,V,16,0
2452,SAX,SFX,16-09-2022,58019,Belgium waffle,WF,16,4
705,IAX,EWX,18-09-2022,60983,Zatar chicken,C,14,5
524,JFX,SFX,20-09-2022,61475,Grilled chicken,C,11,0
236,IAX,LGX,02-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
470,IAX,ORX,04-09-2022,58981,Scrambled eggs,O,20,20
1143,SAX,IAX,06-09-2022,58019,Belgium waffle,WF,8,0
1042,SAX,ORX,09-09-2022,60987,Impossible Meatball Bowl,V,6,4
1729,SFX,CLX,10-09-2022,58764,Mediterranean Falafel Bowl,V,3,0
2341,ORX,MCX,11-09-2022,60987,Impossible Meatball Bowl,V,10,1
1291,IAX,SAX,25-09-2022,60983,Zatar chicken,C,12,0
618,DEX,ORX,30-09-2022,60987,Impossible Meatball Bowl,V,6,0
2452,SFX,EWX,30-09-2022,52192,ASIAN VEGETARIAN MEAL,AV,2,0
615,IAX,SMX,30-09-2022,61360,Brioche cheeseburger,B,2,0
1500,EWX,LAX,18-09-2022,61945,Monterey jack and red pepper egg white bites,E,93,19
2493,SEX,IAX,18-09-2022,60987,Impossible Meatball Bowl,V,16,6
504,IAX,ORX,22-09-2022,60987,Impossible Meatball Bowl,V,11,0
2341,ORX,MCX,23-09-2022,60987,Impossible Meatball Bowl,V,8,0
1194,IAX,IAX,25-09-2022,60987,Impossible Meatball Bowl,V,16,11
1615,JAX,ORX,28-09-2022,61529,Zatar chicken,C,7,6
1521,MCX,DEX,07-09-2022,60987,Impossible Meatball Bowl,V,8,0
2607,LAX,IAX,07-09-2022,61529,Zatar chicken,C,5,3
1778,EWX,IAX,08-09-2022,61360,Brioche cheeseburger,B,3,0
2236,SFX,MSX,09-09-2022,58574,Belgium waffle,WF,6,6
2239,SMX,ORX,09-09-2022,60987,Impossible Meatball Bowl,V,6,0
648,BOX,DEX,14-09-2022,58981,Scrambled eggs,O,20,10
1154,EWX,LAX,14-09-2022,56447,Kosher Meal,KS,3,1
2475,ORX,DEX,16-09-2022,58272,Horchata steel cut oatmeal,OM,3,3
1095,DEX,YYX,22-09-2022,61360,Brioche cheeseburger,B,4,0
1769,ORX,LAX,24-09-2022,60987,Impossible Meatball Bowl,V,6,6
1991,EWX,PDX,26-09-2022,58019,Belgium waffle,WF,18,8
1549,IAX,DEX,13-09-2022,60983,Zatar chicken,C,12,0
2151,IAX,YYX,18-09-2022,58981,Scrambled eggs,O,16,0
2189,DEX,FLX,18-09-2022,60983,Zatar chicken,C,13,0
2487,TPX,ORX,23-09-2022,58981,Scrambled eggs,O,8,8
2484,ORX,PDX,24-09-2022,58766,Gingerbread French Toast,FT,3,3
619,IAX,TPX,30-09-2022,58981,Scrambled eggs,O,18,0
4808,IAX,YYX,01-09-2022,57994,Classic selection cheese tray,O,5,5
2679,ORX,SFX,02-09-2022,58563,Tomato and kale baked egg,E,3,3
286,ORX,SNX,13-09-2022,58272,Horchata steel cut oatmeal,OM,2,1
1614,EWX,MCX,13-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
516,JFX,LAX,14-09-2022,54076,Cacio e Pepe ravioli,P,5,0
2344,RSX,DEX,14-09-2022,60987,Impossible Meatball Bowl,V,12,0
292,IAX,SMX,16-09-2022,53130,ASIAN VEGETARIAN MEAL,AV,1,0
490,DEX,IAX,22-09-2022,60987,Impossible Meatball Bowl,V,12,2
423,DEX,BOX,29-09-2022,60987,Impossible Meatball Bowl,V,8,8
2336,LAX,EWX,09-09-2022,50950,Butternut squash ravioli,P,5,0
1463,SEX,DEX,09-09-2022,58981,Scrambled eggs,O,20,20
701,ORX,DEX,12-09-2022,60983,Zatar chicken,C,24,0
701,ORX,DEX,12-09-2022,60987,Impossible Meatball Bowl,V,16,0
1753,EWX,RSX,13-09-2022,60987,Impossible Meatball Bowl,V,6,0
2201,EWX,SAX,14-09-2022,60987,Impossible Meatball Bowl,V,4,0
2295,EWX,LAX,26-09-2022,61360,Brioche cheeseburger,B,6,2
480,CVX,DEX,04-09-2022,61530,Impossible Meatball Bowl,V,5,2
497,DEX,MSX,06-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
1408,IAX,LAX,08-09-2022,58019,Belgium waffle,WF,9,3
207,BOX,IAX,09-09-2022,57548,Chicken breast stuffed with mozzarella and sun-dried tomatoes,C,5,0
1824,SFX,DEX,09-09-2022,60983,Zatar chicken,C,9,0
720,CHX,DEX,10-09-2022,61530,Impossible Meatball Bowl,V,5,0
1022,EWX,PTX,11-09-2022,60983,Zatar chicken,C,10,10
330,DEX,BNX,25-09-2022,61530,Impossible Meatball Bowl,V,3,0
2449,EWX,MIX,11-09-2022,60983,Zatar chicken,C,8,0
2188,SFX,BOX,12-09-2022,58019,Belgium waffle,WF,18,3
2045,EWX,DEX,01-09-2022,60549,Vegetarian chili and polenta cake,V,4,0
601,EWX,LAX,03-09-2022,56449,Kosher Meal,KS,1,1
1958,PHX,IAX,06-09-2022,61524,Scrambled eggs,O,6,6
2390,ORX,RSX,07-09-2022,60987,Impossible Meatball Bowl,V,5,0
330,DEX,BNX,09-09-2022,61530,Impossible Meatball Bowl,V,5,2
1589,FLX,ORX,12-09-2022,60987,Impossible Meatball Bowl,V,16,18
1870,SFX,IAX,13-09-2022,53106,ASIAN VEGETARIAN MEAL,AV,1,0
2368,PIX,SFX,02-09-2022,58981,Scrambled eggs,O,10,9
2299,IAX,MCX,02-09-2022,58981,Scrambled eggs,O,7,6
1468,DEX,EWX,02-09-2022,60987,Impossible Meatball Bowl,V,6,0
2001,EWX,IAX,05-09-2022,61360,Brioche cheeseburger,B,2,0
1758,PIX,DEX,06-09-2022,60983,Zatar chicken,C,12,0
2306,ORX,SEX,08-09-2022,60983,Zatar chicken,C,12,12
1889,ORX,LAX,12-09-2022,58019,Belgium waffle,WF,10,0
678,ORX,BOX,13-09-2022,61360,Brioche cheeseburger,B,3,0
2359,IAX,SAX,13-09-2022,58981,Scrambled eggs,O,8,4
1876,FLX,EWX,15-09-2022,61530,Impossible Meatball Bowl,V,5,0
2028,MSX,EWX,15-09-2022,61530,Impossible Meatball Bowl,V,5,2
718,IAX,DEX,18-09-2022,60983,Zatar chicken,C,17,0
1195,ORX,SEX,21-09-2022,58981,Scrambled eggs,O,12,12
1808,PBX,EWX,23-09-2022,60987,Impossible Meatball Bowl,V,12,10
6150,IAX,GSX,25-09-2022,60985,Zatar chicken,C,7,4
479,DEX,ORX,28-09-2022,61360,Brioche cheeseburger,B,4,0
2318,EWX,AUX,29-09-2022,58563,Tomato and kale baked eggwhite pastry with fire ro,E,6,3
538,DEX,YVX,29-09-2022,58574,Belgium waffle,WF,6,4
1174,SJX,EWX,02-09-2022,58109,Chicken breast entree,C,23,0
1449,DEX,LAX,03-09-2022,60983,Zatar chicken,C,13,0
488,SFX,IAX,05-09-2022,61360,Brioche cheeseburger,B,8,0
469,LAX,EWX,06-09-2022,60983,Zatar chicken,C,12,12
1475,EWX,MCX,18-09-2022,60987,Impossible Meatball Bowl,V,5,1
1282,DCX,IAX,26-09-2022,61529,Zatar chicken,C,7,7
695,SFX,KOX,28-09-2022,53014,Thai chicken,C,6,0
1739,IAX,LAX,30-09-2022,61360,Brioche cheeseburger,B,8,4
608,SJX,EWX,03-09-2022,58110,Vegetarian entree,V,6,6
797,IAX,LAX,09-09-2022,58563,Tomato and kale baked egg,E,3,0
1286,IAX,SAX,13-09-2022,60549,Vegetarian chili and polenta cake,V,4,2
1709,DEX,PVX,20-09-2022,58766,Gingerbread French Toast,FT,1,0
222,SFX,MCX,04-09-2022,61360,Brioche cheeseburger,B,2,0
1974,EWX,IAX,05-09-2022,58764,Mediterranean Falafel Bowl,V,2,0
521,SFX,JFX,13-09-2022,58488,Tapas,O2,8,8
1212,DEX,PIX,14-09-2022,60987,Impossible Meatball Bowl,V,7,0
2606,SAX,DEX,17-09-2022,61529,Zatar chicken,C,7,6
2415,DEX,SBX,18-09-2022,61360,Brioche cheeseburger,B,3,0
2665,ORX,SMX,18-09-2022,61529,Zatar chicken,C,7,0
1256,GEX,DEX,04-09-2022,61529,Zatar chicken,C,7,4
477,SFX,ORX,04-09-2022,60987,Impossible Meatball Bowl,V,10,4
2421,IAX,ORX,07-09-2022,60987,Impossible Meatball Bowl,V,9,7
1684,DEX,MCX,12-09-2022,61360,Brioche cheeseburger,B,1,0
2657,IAX,SNX,15-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2246,ORX,SAX,17-09-2022,60983,Zatar chicken,C,10,0
2200,IAX,DEX,22-09-2022,60983,Zatar chicken,C,10,0
2046,DEX,TPX,24-09-2022,58981,Scrambled eggs,O,8,6
2474,LAX,EWX,24-09-2022,58786,"ENT, BREAKFAST LIGHT REFRESHMENT, UPP",O,24,0
2221,ORX,MIX,25-09-2022,61360,Brioche cheeseburger,B,1,0
2220,LAX,OGX,01-09-2022,60458,Crispy Hawaiian garlic tofu,V,5,2
1282,OGX,LAX,02-09-2022,60458,Crispy Hawaiian garlic tofu,V,6,5
2266,IAX,PIX,04-09-2022,61360,Brioche cheeseburger,B,2,0
665,LAX,ORX,08-09-2022,58981,Scrambled eggs,O,10,0
2234,ORX,FCX,04-09-2022,58981,Scrambled eggs,O,10,0
1112,SFX,LIX,05-09-2022,58563,Tomato and kale baked egg,E,7,0
2146,ORX,PWX,07-09-2022,61529,Zatar chicken,C,6,0
1912,MSX,IAX,09-09-2022,61524,Scrambled eggs,O,6,6
760,RSX,EWX,15-09-2022,60987,Impossible Meatball Bowl,V,6,0
2385,LAX,IAX,21-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
2676,IAX,LAX,29-09-2022,61360,Brioche cheeseburger,B,2,0
2377,LAX,DEX,07-09-2022,58019,Belgium waffle,WF,5,0
790,DEX,SNX,11-09-2022,61360,Brioche cheeseburger,B,5,0
1555,DEX,LGX,12-09-2022,60987,Impossible Meatball Bowl,V,6,0
4661,IAX,YYX,15-09-2022,60985,Zatar chicken,C,7,7
2497,IAX,MCX,16-09-2022,60987,Impossible Meatball Bowl,V,10,5
376,FAX,DEX,20-09-2022,61530,Impossible Meatball Bowl,V,5,3
2035,IAX,SFX,24-09-2022,61360,Brioche cheeseburger,B,2,0
2070,IAX,DSX,02-09-2022,58764,Mediterranean Falafel Bowl,V,2,0
2075,IAX,DEX,06-09-2022,60983,Zatar chicken,C,7,0
289,AUX,ORX,07-09-2022,61529,Zatar chicken,C,7,6
574,SFX,ABX,14-09-2022,58766,Gingerbread French Toast,FT,1,0
2333,SFX,MCX,14-09-2022,58981,Scrambled eggs,O,9,0
828,NRX,GUX,16-09-2022,53268,Penne pasta,P,14,0
512,MIX,IAX,17-09-2022,60987,Impossible Meatball Bowl,V,16,10
1641,SFX,ORX,27-09-2022,60987,Impossible Meatball Bowl,V,7,0
1647,SYX,DEX,29-09-2022,61529,Zatar chicken,C,7,7
1183,DEX,SMX,11-09-2022,58764,Mediterranean Falafel Bowl,V,1,1
2407,ORX,LAX,18-09-2022,60987,Impossible Meatball Bowl,V,7,7
1057,CUX,IAX,25-09-2022,58110,Vegetarian entree,V,16,6
1798,IAX,YVX,27-09-2022,58981,Scrambled eggs,O,9,9
1575,NAX,IAX,02-09-2022,61530,Impossible Meatball Bowl,V,5,2
2123,EWX,PUX,04-09-2022,58981,Scrambled eggs,O,10,0
1913,INX,IAX,13-09-2022,60987,Impossible Meatball Bowl,V,6,3
743,IAX,DFX,14-09-2022,61524,Scrambled eggs,O,8,8
2308,DEX,LIX,17-09-2022,58490,Teriyaki chicken,B,10,10
1722,SFX,KOX,18-09-2022,58049,Cinnamon French toast,FT,4,4
2627,SFX,IAX,22-09-2022,61360,Brioche cheeseburger,B,1,0
2067,ORX,SAX,11-09-2022,58981,Scrambled eggs,O,8,6
623,LAX,ORX,11-09-2022,58272,Horchata steel cut oatmeal,OM,1,1
2334,ORX,SFX,11-09-2022,58019,Belgium waffle,WF,14,13
1896,IAX,PHX,14-09-2022,58981,Scrambled eggs,O,16,4
1070,LAX,ORX,18-09-2022,60983,Zatar chicken,C,14,10
2084,UIX,IAX,25-09-2022,57040,Grilled beef tenderloin,B,7,3
2201,EWX,SAX,26-09-2022,60983,Zatar chicken,C,9,8
334,BOX,LAX,03-09-2022,53130,ASIAN VEGETARIAN MEAL,AV,1,1
1991,EWX,PDX,06-09-2022,58563,Tomato and kale baked egg,E,2,0
2190,SMX,IAX,08-09-2022,60987,Impossible Meatball Bowl,V,6,0
1410,EWX,JAX,09-09-2022,61360,Brioche cheeseburger,B,3,0
1020,CUX,IAX,09-09-2022,58109,Chicken breast entree,C,12,9
1112,SFX,LIX,10-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
2453,EWX,STX,10-09-2022,58766,Gingerbread French Toast,FT,1,0
2200,IAX,DEX,15-09-2022,61360,Brioche cheeseburger,B,2,0
2364,DEX,EWX,24-09-2022,61360,Brioche cheeseburger,B,7,7
1859,IAX,AUX,27-09-2022,61529,Zatar chicken,C,7,3
1034,PTX,IAX,25-09-2022,58110,Vegetarian entree,V,8,7
795,EWX,SAX,28-09-2022,58019,Belgium waffle,WF,6,0
1023,DEX,PIX,26-09-2022,60987,Impossible Meatball Bowl,V,10,4
1023,DEX,PIX,26-09-2022,61360,Brioche cheeseburger,B,14,0
2332,EWX,MIX,27-09-2022,60987,Impossible Meatball Bowl,V,12,12
449,BOX,DEX,28-09-2022,60983,Zatar chicken,C,24,6
1051,ORX,ABX,30-09-2022,61524,Scrambled eggs,O,6,6
314,DEX,IAX,15-09-2022,60983,Zatar chicken,C,9,4
1757,YVX,LAX,25-09-2022,60983,Zatar chicken,C,12,6
1445,IAX,DCX,27-09-2022,60983,Zatar chicken,C,14,7
692,ORX,DEX,28-09-2022,58563,Tomato and kale baked egg,E,4,0
2017,SFX,ORX,08-09-2022,60987,Impossible Meatball Bowl,V,19,15
1957,EWX,SLX,08-09-2022,61530,Impossible Meatball Bowl,V,4,0
529,ORX,SFX,12-09-2022,60983,Zatar chicken,C,17,0
1212,DEX,PIX,13-09-2022,60983,Zatar chicken,C,12,12
1416,DEX,IAX,20-09-2022,58766,Gingerbread French Toast,FT,1,0
2308,DEX,LIX,21-09-2022,58480,Spaghetti squash noodles,S,6,6
488,SFX,IAX,23-09-2022,52133,Gluten-free Meal,GF,1,0
1181,SAX,DEX,26-09-2022,58019,Belgium waffle,WF,8,0
784,LAX,IAX,28-09-2022,60983,Zatar chicken,C,12,9
659,AUX,EWX,22-09-2022,60983,Zatar chicken,C,10,7
5402,BOX,ORX,23-09-2022,57994,Classic selection cheese tray,O,12,0
1883,IAX,LAX,24-09-2022,60983,Zatar chicken,C,11,0
293,EWX,SEX,25-09-2022,61360,Brioche cheeseburger,B,1,0
2617,LAX,IAX,30-09-2022,58563,Tomato and kale baked eggwhite pastry with fire ro,E,1,0
2087,IAX,LAX,30-09-2022,60983,Zatar chicken,C,10,9
2371,PHX,ORX,29-09-2022,60987,Impossible Meatball Bowl,V,16,16
1784,SFX,AUX,18-09-2022,58019,Belgium waffle,WF,8,5
1923,IAX,INX,23-09-2022,60987,Impossible Meatball Bowl,V,8,0
210,IAX,BOX,25-09-2022,55573,Seared beef short rib,B,12,4
412,SFX,DEX,27-09-2022,58981,Scrambled eggs,O,10,8
1443,EWX,PDX,28-09-2022,60987,Impossible Meatball Bowl,V,6,0
265,SAX,DEX,30-09-2022,61530,Impossible Meatball Bowl,V,5,0
1904,GUX,IAX,30-09-2022,58110,Vegetarian entree,V,6,0
1840,IAX,SFX,30-09-2022,52133,Gluten-free Meal,GF,1,0
408,TPX,ORX,25-09-2022,61524,Scrambled eggs,O,6,0
1220,LAX,OGX,26-09-2022,54759,Seared beef short rib,B,8,8
1528,SEX,ORX,27-09-2022,60987,Impossible Meatball Bowl,V,8,5
1188,BOX,SFX,18-09-2022,60987,Impossible Meatball Bowl,V,7,0
1182,LAX,IAX,04-09-2022,58019,Belgium waffle,WF,10,5
1140,EWX,PBX,07-09-2022,58764,Mediterranean Falafel Bowl,V,1,1
2214,LAX,EWX,01-09-2022,58488,Tapas,O2,25,0
6369,IAX,JAX,20-09-2022,60985,Zatar chicken,C,7,0
257,IAX,BOX,24-09-2022,60983,Zatar chicken,C,11,0
407,DEX,LGX,18-09-2022,60987,Impossible Meatball Bowl,V,6,0
2464,ORX,MCX,08-09-2022,61360,Brioche cheeseburger,B,3,0
1106,EWX,MCX,30-09-2022,60983,Zatar chicken,C,8,0
2240,DEX,SFX,21-09-2022,61360,Brioche cheeseburger,B,2,0
1548,ORX,MEX,21-09-2022,61530,Impossible Meatball Bowl,V,5,0
5627,DEX,HSX,28-09-2022,57994,Classic selection cheese tray,O,5,5
2169,SNX,ORX,01-09-2022,60987,Impossible Meatball Bowl,V,6,3
764,DEX,ORX,15-09-2022,58019,Belgium waffle,WF,16,0
2121,IAX,SEX,25-09-2022,61360,Brioche cheeseburger,B,1,0
441,DEX,LAX,30-09-2022,60983,Zatar chicken,C,10,10
1153,DEX,MSX,29-09-2022,58981,Scrambled eggs,O,9,0
1556,IAX,SEX,10-09-2022,58981,Scrambled eggs,O,11,0
248,JAX,EWX,13-09-2022,61524,Scrambled eggs,O,6,6
471,MCX,SFX,24-09-2022,58019,Belgium waffle,WF,9,0
1516,SNX,EWX,19-09-2022,60983,Zatar chicken,C,7,6
1724,SFX,KOX,25-09-2022,53014,Thai chicken,C,11,0
1600,IAX,LAX,29-09-2022,60983,Zatar chicken,C,9,0
1220,LAX,OGX,26-09-2022,61360,Brioche cheeseburger,B,1,0
2204,EWX,LAX,30-09-2022,58488,Tapas,O2,50,0
1939,IAX,MSX,02-09-2022,60983,Zatar chicken,C,10,0
261,ABX,SFX,04-09-2022,61530,Impossible Meatball Bowl,V,5,3
1878,IAX,LAX,04-09-2022,60987,Impossible Meatball Bowl,V,22,10
2615,LAX,EWX,08-09-2022,58488,Tapas,O2,22,22
1066,EWX,MEX,11-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
2181,DEX,SFX,12-09-2022,58981,Scrambled eggs,O,24,12
1197,CUX,ORX,17-09-2022,58110,Vegetarian entree,V,8,7
1229,IAX,DEX,18-09-2022,58981,Scrambled eggs,O,14,7
574,SFX,ABX,23-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
475,MEX,ORX,01-09-2022,58110,Vegetarian entree,V,4,4
1944,SNX,IAX,02-09-2022,60987,Impossible Meatball Bowl,V,12,5
1204,IAX,AUX,03-09-2022,58019,Belgium waffle,WF,8,2
1780,EWX,RSX,03-09-2022,60987,Impossible Meatball Bowl,V,5,0
504,IAX,ORX,04-09-2022,60987,Impossible Meatball Bowl,V,7,0
2654,IAX,ORX,05-09-2022,58563,Tomato and kale baked egg,E,2,0
1060,MFX,DEX,10-09-2022,60987,Impossible Meatball Bowl,V,12,0
425,IAX,SFX,02-09-2022,53154,Vegetarian entree,VG,1,1
1253,RSX,EWX,02-09-2022,60987,Impossible Meatball Bowl,V,5,0
2252,EWX,MEX,02-09-2022,60983,Zatar chicken,C,7,6
675,EWX,SEX,08-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
459,PBX,EWX,11-09-2022,58981,Scrambled eggs,O,8,0
1558,ORX,AUX,01-09-2022,58019,Belgium waffle,WF,10,7
1852,PDX,IAX,03-09-2022,60983,Zatar chicken,C,12,12
491,ORX,LAX,04-09-2022,58764,Mediterranean Falafel Bowl,V,3,0
2357,SFX,AUX,05-09-2022,60983,Zatar chicken,C,16,6
2634,IAX,PDX,10-09-2022,58019,Belgium waffle,WF,16,14
1500,EWX,LAX,11-09-2022,15594,Vegetarian entree,VG,1,1
781,IAX,LAX,12-09-2022,60983,Zatar chicken,C,14,0
609,LAX,YVX,03-09-2022,60987,Impossible Meatball Bowl,V,2,0
166,GUX,FUX,01-09-2022,55785,Mushroom omelette,E,1,6
2484,ORX,PDX,02-09-2022,58981,Scrambled eggs,O,4,4
1246,EWX,MSX,06-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
413,SFX,MEX,06-09-2022,61529,Zatar chicken,C,5,5
1549,IAX,DEX,08-09-2022,60987,Impossible Meatball Bowl,V,10,4
379,IAX,GDX,10-09-2022,60983,Zatar chicken,C,6,4
1535,LAX,EWX,14-09-2022,58019,Belgium waffle,WF,8,6
2385,LAX,IAX,16-09-2022,53106,ASIAN VEGETARIAN MEAL,AV,1,0
1170,ORX,COX,18-09-2022,58574,Belgium waffle,WF,5,3
2196,ORX,IAX,19-09-2022,61360,Brioche cheeseburger,B,2,2
1452,DEX,MCX,20-09-2022,58766,Gingerbread French Toast,FT,1,1
776,DEX,MCX,21-09-2022,58019,Belgium waffle,WF,16,8
2043,PHX,ORX,21-09-2022,58019,Belgium waffle,WF,20,14
2166,EWX,IAX,01-09-2022,58019,Belgium waffle,WF,16,0
2313,DEX,ORX,01-09-2022,60987,Impossible Meatball Bowl,V,7,0
1515,EWX,PUX,03-09-2022,58563,Tomato and kale baked egg,E,2,0
1537,EWX,TPX,03-09-2022,61530,Impossible Meatball Bowl,V,4,3
1836,DEX,YYX,04-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
2136,EWX,MCX,04-09-2022,58563,Tomato and kale baked egg,E,2,0
1588,IAX,RSX,05-09-2022,60983,Zatar chicken,C,9,8
2033,SFX,TPX,04-09-2022,58019,Belgium waffle,WF,10,4
479,SAX,ORX,05-09-2022,60987,Impossible Meatball Bowl,V,16,0
2128,DEX,ATX,06-09-2022,58764,Mediterranean Falafel Bowl,V,2,0
523,SFX,JFX,07-09-2022,53014,Thai chicken,C,11,0
465,DEX,BUX,08-09-2022,58764,Mediterranean Falafel Bowl,V,4,0
413,SFX,MEX,10-09-2022,61529,Zatar chicken,C,8,7
1768,DEX,DCX,11-09-2022,58981,Scrambled eggs,O,6,6
2383,IAX,PHX,12-09-2022,60987,Impossible Meatball Bowl,V,6,3
1440,IAX,SJX,12-09-2022,60983,Zatar chicken,C,20,16
437,SFX,BWX,29-09-2022,60987,Impossible Meatball Bowl,V,6,0
1033,EWX,TPX,30-09-2022,61529,Zatar chicken,C,7,0
2457,LAX,EWX,13-09-2022,57431,Gluten-free Meal,GF,1,0
2390,ORX,RSX,15-09-2022,61360,Brioche cheeseburger,B,16,16
1729,SFX,CLX,16-09-2022,60987,Impossible Meatball Bowl,V,3,2
1055,EWX,CUX,18-09-2022,58766,Gingerbread French Toast,FT,2,0
1601,ORX,LAX,19-09-2022,61360,Brioche cheeseburger,B,2,1
1222,HNX,LAX,20-09-2022,57484,Tomato and kale baked egg,E,10,0
421,IAX,PUX,24-09-2022,61360,Brioche cheeseburger,B,2,0
2154,DEX,SNX,24-09-2022,61360,Brioche cheeseburger,B,4,0
1802,DEX,LAX,24-09-2022,60987,Impossible Meatball Bowl,V,6,2
2304,IAX,SAX,25-09-2022,61360,Brioche cheeseburger,B,4,2
1634,IAX,ORX,26-09-2022,60983,Zatar chicken,C,10,0
2381,ORX,DEX,27-09-2022,60983,Zatar chicken,C,10,0
1765,SFX,IAX,27-09-2022,58272,Horchata steel cut oatmeal,OM,2,2
2085,ORX,SFX,30-09-2022,60549,Vegetarian chili and polenta cake,V,4,4
1768,DEX,DCX,06-09-2022,58766,Gingerbread French Toast,FT,3,0
1221,BUX,DEX,07-09-2022,61530,Impossible Meatball Bowl,V,5,4
2465,SNX,ORX,09-09-2022,60987,Impossible Meatball Bowl,V,6,0
1063,LAX,ORX,15-09-2022,60983,Zatar chicken,C,12,0
540,SFX,OGX,17-09-2022,60458,Crispy Hawaiian garlic tofu,V,3,0
1125,DEX,SMX,19-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
413,SFX,MEX,23-09-2022,61529,Zatar chicken,C,5,3
1250,EWX,PHX,13-09-2022,60983,Zatar chicken,C,10,10
2498,SEX,ORX,14-09-2022,60987,Impossible Meatball Bowl,V,8,3
1017,IAX,CUX,15-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
6078,IAX,CHX,15-09-2022,57994,Classic selection cheese tray,O,5,5
1530,SFX,SAX,23-09-2022,61529,Zatar chicken,C,5,0
2343,DEX,MFX,23-09-2022,60983,Zatar chicken,C,5,2
483,BOX,ORX,24-09-2022,58019,Belgium waffle,WF,10,5
1829,MCX,ORX,24-09-2022,60983,Zatar chicken,C,14,12
2157,IAX,SFX,24-09-2022,60987,Impossible Meatball Bowl,V,7,7
1526,EWX,LAX,28-09-2022,61360,Brioche cheeseburger,B,8,0
1445,IAX,DCX,28-09-2022,61360,Brioche cheeseburger,B,4,0
1990,IAX,ORX,13-09-2022,60987,Impossible Meatball Bowl,V,8,7
2677,ORX,LAX,15-09-2022,60987,Impossible Meatball Bowl,V,6,0
1687,SEX,IAX,15-09-2022,58019,Belgium waffle,WF,10,0
684,DEX,SFX,20-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
1885,EWX,RSX,25-09-2022,58766,Gingerbread French Toast,FT,1,0
1267,LAX,SAX,25-09-2022,60983,Zatar chicken,C,24,0
648,BOX,DEX,28-09-2022,58981,Scrambled eggs,O,10,10
1500,EWX,LAX,04-09-2022,61945,Monterey jack and red pepper egg white bites,E,31,0
1178,DEX,ATX,05-09-2022,58764,Mediterranean Falafel Bowl,V,3,0
1746,SFX,IAX,05-09-2022,61530,Impossible Meatball Bowl,V,3,2
2231,ORX,DFX,05-09-2022,61360,Brioche cheeseburger,B,2,0
236,ORX,DEX,07-09-2022,60549,Vegetarian chili and polenta cake,V,1,1
2148,MIX,EWX,08-09-2022,60987,Impossible Meatball Bowl,V,6,0
2267,LAX,EWX,09-09-2022,58019,Belgium waffle,WF,10,0
781,IAX,LAX,14-09-2022,61360,Brioche cheeseburger,B,1,0
2298,EWX,LAX,14-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
2391,LAX,IAX,18-09-2022,60987,Impossible Meatball Bowl,V,7,0
347,ORX,SNX,19-09-2022,58766,Gingerbread French Toast,FT,2,0
712,EWX,FLX,25-09-2022,61530,Impossible Meatball Bowl,V,5,5
1070,LAX,ORX,26-09-2022,61360,Brioche cheeseburger,B,6,6
2483,SFX,HNX,08-09-2022,60458,Crispy Hawaiian garlic tofu,V,4,0
1998,IAX,SFX,09-09-2022,61530,Impossible Meatball Bowl,V,3,3
1652,EWX,MSX,10-09-2022,58981,Scrambled eggs,O,6,0
1662,IAX,PUX,10-09-2022,58766,Gingerbread French Toast,FT,1,0
582,DEX,INX,10-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
1055,EWX,CUX,11-09-2022,58981,Scrambled eggs,O,10,0
