,flight_number,origin_station_code,destination_station_code,record_locator,scheduled_departure_date,score,arrival_delay_minutes,arrival_delay_group,cabin_name,entity,number_of_legs,seat_factor_band,loyalty_program_level,generation,fleet_type_description,fleet_usage,equipment_type_code,ua_uax,actual_flown_miles,haul_type,departure_gate,arrival_gate,international_domestic_indicator,response_group,media_provider,hub_spoke
784,633,IAX,LAX,A9XXQZ,2022-09-01,chicken entrée,-24,Early & Ontime,Business,Domestic,1,80+,non-elite,Boomer,B737-900,Mainline,37K,UA,2288,Medium,C14,81,Domestic,member,THALES,hub departure
786,1636,LAX,IAX,DGXX31,2022-09-01,other (specify),-5,Early & Ontime,Economy Plus,Domestic,1,90+,premier 1k,Millennial,B737-900,Mainline,37K,UA,2288,Medium,80,C4,Domestic,member,THALES,hub departure
789,463,IAX,PDX,PDXXXV,2022-09-01,sandwich/burger/wrap,-27,Early & Ontime,Business,Domestic,1,90+,non-elite,Millennial,B737-900,Mainline,37K,UA,2327,Medium,C6,E4,Domestic,member,THALES,hub departure
792,1795,OGX,SFX,AZXX3Y,2022-09-01,other (specify),-29,Early & Ontime,Business,Domestic,1,0 to 70,non-elite,Boomer,B737-MAX9,Mainline,37X,UA,2338,Medium,13,E10,Domestic,member,VIASAT,spoke departure
797,1726,SFX,OGX,H4XX25,2022-09-01,other (specify),-13,Early & Ontime,Business,Domestic,1,90+,premier gold,Gen X,B777-200,Mainline,77M,UA,2338,Medium,F11,39,Domestic,member,PANASONIC,hub departure
798,540,SFX,OGX,AZXX9S,2022-09-01,chicken entrée,-14,Early & Ontime,Business,Domestic,1,90+,premier 1k,Boomer,B737-MAX9,Mainline,37X,UA,2338,Medium,F2,27,Domestic,member,VIASAT,hub departure
801,1726,SFX,OGX,GRXXGR,2022-09-01,other (specify),-13,Early & Ontime,Business,Domestic,1,90+,non-elite,Silent,B777-200,Mainline,77M,UA,2338,Medium,F11,39,Domestic,member,PANASONIC,hub departure
804,1795,OGX,SFX,CEXXJS,2022-09-01,other (specify),-29,Early & Ontime,Business,Domestic,2,0 to 70,non-elite,Boomer,B737-MAX9,Mainline,37X,UA,2338,Medium,13,E10,Domestic,member,VIASAT,spoke departure
806,1289,OGX,SFX,ILXXBQ,2022-09-01,chicken entrée,-31,Early & Ontime,Business,Domestic,2,0 to 70,non-elite,Gen X,B737-MAX9,Mainline,37X,UA,2338,Medium,13,E4,Domestic,member,VIASAT,spoke departure
809,1725,KOX,SFX,FPXX40,2022-09-01,other (specify),-6,Early & Ontime,Business,Domestic,2,70+,premier 1k,Boomer,B737-900,Mainline,37K,UA,2370,Medium,1,E12,Domestic,member,THALES,spoke departure
811,644,KOX,SFX,D2XXW2,2022-09-01,chicken entrée,-28,Early & Ontime,Business,Domestic,1,90+,premier silver,Boomer,B737-900,Mainline,37K,UA,2370,Medium,2,E5,Domestic,member,THALES,spoke departure
813,695,SFX,KOX,MEXXJP,2022-09-01,sandwich/burger/wrap,-6,Early & Ontime,Business,Domestic,1,80+,non-elite,Boomer,B737-900,Mainline,37K,UA,2370,Medium,F14,56,Domestic,member,THALES,hub departure
815,732,TPX,SFX,CMXXES,2022-09-01,other (specify),-8,Early & Ontime,Business,Domestic,1,80+,premier gold,Boomer,B737-800,Mainline,73Y,UA,2392,Medium,A4,F21,Domestic,member,THALES,spoke departure
819,1176,SFX,HNX,GPXXNG,2022-09-01,other (specify),0,Early & Ontime,Business,Domestic,1,90+,premier silver,Gen X,B777-300,Mainline,77X,UA,2399,Medium,G9,G4,Domestic,member,PANASONIC,hub departure
823,1142,HNX,SFX,GDXXN1,2022-09-01,other (specify),-19,Early & Ontime,Business,Domestic,2,90+,Non-Members,Gen X,B777-200,Mainline,77G,UA,2399,Medium,G2,F15,Domestic,non-member,PANASONIC,spoke departure
825,1142,HNX,SFX,CFXXBR,2022-09-01,vegetarian entrée,-19,Early & Ontime,Business,Domestic,1,90+,Non-Members,Gen X,B777-200,Mainline,77G,UA,2399,Medium,G2,F15,Domestic,non-member,PANASONIC,spoke departure
827,1176,SFX,HNX,OWXXRJ,2022-09-01,other (specify),0,Early & Ontime,Business,Domestic,1,90+,non-elite,Millennial,B777-300,Mainline,77X,UA,2399,Medium,G9,G4,Domestic,member,PANASONIC,hub departure
828,2381,SFX,HNX,CGXXTP,2022-09-01,chicken entrée,155,Delayed,Business,Domestic,2,90+,non-elite,Boomer,B777-200,Mainline,77G,UA,2399,Medium,F11,G3,Domestic,member,PANASONIC,hub departure
832,725,HNX,SFX,FLXXFJ,2022-09-01,chicken entrée,217,Delayed,Business,Domestic,1,0 to 70,premier 1k,Gen X,B777-200,Mainline,77G,UA,2399,Medium,G3,F22,Domestic,member,PANASONIC,spoke departure
834,2121,SEX,EWX,NHXX4E,2022-09-01,chicken entrée,-19,Early & Ontime,Business,Domestic,1,90+,non-elite,Boomer,B737-MAX8,Mainline,37E,UA,2401,Medium,A10,C103,Domestic,member,VIASAT,spoke departure
837,1803,EWX,SEX,G1XXEX,2022-09-01,chicken entrée,0,Early & Ontime,Business,Domestic,1,80+,premier platinum,Gen X,B737-MAX8,Mainline,37E,UA,2401,Medium,C97,A9,Domestic,member,VIASAT,hub departure
839,727,EWX,SEX,NCXXQP,2022-09-01,chicken entrée,37,Delayed,Business,Domestic,1,80+,premier 1k,Boomer,B737-900,Mainline,37K,UA,2401,Medium,C111,A9,Domestic,member,THALES,hub departure
842,727,EWX,SEX,B4XX07,2022-09-01,sandwich/burger/wrap,37,Delayed,Business,Domestic,1,80+,non-elite,Boomer,B737-900,Mainline,37K,UA,2401,Medium,C111,A9,Domestic,member,THALES,hub departure
846,1863,ANX,DEX,GBXX2D,2022-09-01,chicken entrée,12,Delayed,Business,Domestic,1,0 to 70,premier silver,Boomer,B737-MAX9,Mainline,37X,UA,2405,Medium,B5,B47,Domestic,member,VIASAT,spoke departure
847,1119,CUX,SFX,DGXXB4,2022-09-01,chicken entrée,-45,Early & Ontime,Business,Latin,1,0 to 70,premier 1k,Boomer,B737-900,Mainline,37K,UA,2408,Medium,C21,G11,International,member,THALES,spoke departure
849,425,IAX,SFX,PYXXKZ,2022-09-01,other (specify),-33,Early & Ontime,Business,Domestic,1,90+,premier silver,Boomer,B777-200,Mainline,77M,UA,2419,Medium,C12,F13,Domestic,member,PANASONIC,hub departure
854,2003,SFX,IAX,JXXXPR,2022-09-01,chicken entrée,13,Delayed,Business,Domestic,2,90+,premier 1k,Boomer,B777-200,Mainline,77M,UA,2419,Medium,F13,C12,Domestic,member,PANASONIC,hub departure
855,278,IAX,SFX,D9XX35,2022-09-01,other (specify),-27,Early & Ontime,Business,Domestic,2,80+,premier 1k,Gen X,B737-900,Mainline,37K,UA,2419,Medium,D9,E4,Domestic,member,THALES,hub departure
857,1894,IAX,SFX,ASXXBR,2022-09-01,chicken entrée,-33,Early & Ontime,Business,Domestic,1,0 to 70,non-elite,Silent,B737-900,Mainline,37K,UA,2419,Medium,C17,F3,Domestic,member,THALES,hub departure
859,1743,IAX,SFX,CXXXW1,2022-09-01,vegetarian entrée,-28,Early & Ontime,Business,Domestic,1,90+,non-elite,Silent,B737-MAX9,Mainline,37X,UA,2419,Medium,D9,F16,Domestic,member,VIASAT,hub departure
860,1743,IAX,SFX,G5XX3P,2022-09-01,chicken entrée,-28,Early & Ontime,Business,Domestic,2,90+,non-elite,Silent,B737-MAX9,Mainline,37X,UA,2419,Medium,D9,F16,Domestic,member,VIASAT,hub departure
864,1754,EWX,SAX,N0XXBK,2022-09-01,chicken entrée,-24,Early & Ontime,Business,Domestic,1,80+,non-elite,Gen X,B737-MAX8,Mainline,37E,UA,2425,Medium,C103,41,Domestic,member,VIASAT,hub departure
865,795,EWX,SAX,N9XXB7,2022-09-01,other (specify),-38,Early & Ontime,Business,Domestic,1,80+,non-elite,Boomer,B737-800,Mainline,73Y,UA,2425,Medium,C81,43,Domestic,member,THALES,hub departure
872,2012,EWX,SNX,IGXX6Z,2022-09-01,other (specify),-17,Early & Ontime,Business,Domestic,1,0 to 70,premier silver,Gen X,B737-700,Mainline,73G,UA,2433,Medium,C83,8,Domestic,member,THALES,hub departure
875,471,MCX,SFX,IVXXRF,2022-09-01,other (specify),1,Delayed,Business,Domestic,1,80+,non-elite,Gen X,B737-900,Mainline,37K,UA,2445,Medium,40,F14,Domestic,member,VIASAT,spoke departure
880,1685,SFX,LIX,O6XX2F,2022-09-01,beef entrée,-4,Early & Ontime,Business,Domestic,2,90+,non-elite,Gen X,B737-800,Mainline,73Q,UA,2447,Medium,E11,9,Domestic,member,THALES,hub departure
889,2336,LAX,EWX,JJXX41,2022-09-01,chicken entrée,-3,Early & Ontime,Business,Domestic,1,90+,non-elite,Boomer,B777-200,Mainline,77N,UA,2454,Medium,77,C75,Domestic,member,PANASONIC,hub departure
890,2214,LAX,EWX,PQXX7P,2022-09-01,chicken entrée,-9,Early & Ontime,Business,Domestic,1,90+,global services,Gen X,B777-200,Mainline,77U,UA,2454,Medium,76A,C75,Domestic,member,PANASONIC,hub departure
892,1831,EWX,LAX,H5XXMH,2022-09-01,other (specify),-51,Early & Ontime,Business,Domestic,1,70+,non-elite,Boomer,B787-10,Mainline,78J,UA,2454,Medium,C125,74,Domestic,member,PANASONIC,hub departure
897,2615,LAX,EWX,C7XXXB,2022-09-01,chicken entrée,-4,Early & Ontime,Business,Domestic,1,90+,premier platinum,Boomer,B787-10,Mainline,78J,UA,2454,Medium,77,C138,Domestic,member,PANASONIC,hub departure
898,311,BWX,SFX,BMXX6K,2022-09-01,snack basket selection,-24,Early & Ontime,Business,Domestic,1,70+,premier 1k,Gen X,B737-800,Mainline,73Q,UA,2457,Medium,D16,F20,Domestic,member,THALES,spoke departure
903,1111,OGX,LAX,MXXXBR,2022-09-01,other (specify),-29,Early & Ontime,Business,Domestic,1,0 to 70,premier silver,Boomer,B737-MAX9,Mainline,37X,UA,2486,Medium,27,71B,Domestic,member,VIASAT,spoke departure
906,707,OGX,LAX,F3XXQ8,2022-09-01,chicken entrée,-15,Early & Ontime,Business,Domestic,1,0 to 70,premier silver,Gen X,B737-MAX9,Mainline,37X,UA,2486,Medium,11,71A,Domestic,member,VIASAT,spoke departure
907,707,OGX,LAX,PXXX4L,2022-09-01,vegetarian entrée,-15,Early & Ontime,Business,Domestic,1,0 to 70,premier silver,Boomer,B737-MAX9,Mainline,37X,UA,2486,Medium,11,71A,Domestic,member,VIASAT,spoke departure
909,1282,OGX,LAX,I0XXPR,2022-09-01,chicken entrée,-29,Early & Ontime,Business,Domestic,2,0 to 70,non-elite,Boomer,B737-MAX9,Mainline,37X,UA,2486,Medium,11,73,Domestic,member,VIASAT,spoke departure
914,535,HNX,LAX,BZXXW6,2022-09-01,vegetarian entrée,-2,Early & Ontime,Business,Domestic,1,90+,Non-Members,Millennial,B777-200,Mainline,77G,UA,2556,Medium,G5,77,Domestic,non-member,PANASONIC,spoke departure
916,1222,HNX,LAX,FLXX99,2022-09-01,other (specify),2,Delayed,Business,Domestic,1,90+,Non-Members,Gen X,B737-800,Mainline,73U,UA,2556,Medium,G2,70B,Domestic,non-member,THALES,spoke departure
919,1432,LAX,HNX,EGXXVG,2022-09-01,beef entrée,-20,Early & Ontime,Business,Domestic,1,90+,premier 1k,Boomer,B757-300,Mainline,75E,UA,2556,Medium,71B,G6,Domestic,member,PANASONIC,hub departure
922,1429,SFX,EWX,DRXXBL,2022-09-01,vegetarian entrée,-2,Early & Ontime,Business,Domestic,1,90+,premier 1k,Millennial,B777-300,Mainline,77X,UA,2565,Medium,F15,C110,Domestic,member,PANASONIC,hub departure
925,683,EWX,SFX,BDXXV1,2022-09-01,other (specify),-19,Early & Ontime,United Premium Plus,Domestic,1,70+,non-elite,Millennial,B777-200,Mainline,77N,UA,2565,Medium,C126,E12,Domestic,member,PANASONIC,hub departure
927,2500,SFX,EWX,IYXXT7,2022-09-01,chicken entrée,-20,Early & Ontime,Business,Domestic,1,90+,premier 1k,Gen X,B777-200,Mainline,77U,UA,2565,Medium,F11,C98,Domestic,member,PANASONIC,hub departure
928,1992,EWX,SFX,HPXXHG,2022-09-01,chicken entrée,-39,Early & Ontime,United Premium Plus,Domestic,1,80+,non-elite,Boomer,B777-300,Mainline,77X,UA,2565,Medium,C138,F15,Domestic,member,PANASONIC,hub departure
930,2098,SFX,EWX,BQXXZL,2022-09-01,chicken entrée,-6,Early & Ontime,United Premium Plus,Domestic,1,90+,non-elite,Gen X,B777-200,Mainline,77U,UA,2565,Medium,F15,C123,Domestic,member,PANASONIC,hub departure
931,1129,SFX,EWX,DGXXP4,2022-09-01,other (specify),5,Delayed,Business,Domestic,1,90+,non-elite,Silent,B777-300,Mainline,77X,UA,2565,Medium,F13,C110,Domestic,member,PANASONIC,hub departure
933,1429,SFX,EWX,FGXX5E,2022-09-01,other (specify),-2,Early & Ontime,Business,Domestic,1,90+,Non-Members,Silent,B777-300,Mainline,77X,UA,2565,Medium,F15,C110,Domestic,non-member,PANASONIC,hub departure
938,337,SFX,EWX,AQXXKF,2022-09-01,other (specify),-19,Early & Ontime,Business,Domestic,1,90+,non-elite,Millennial,B777-300,Mainline,77X,UA,2565,Medium,F15,C98,Domestic,member,PANASONIC,hub departure
939,1129,SFX,EWX,BQXXYX,2022-09-01,other (specify),5,Delayed,Business,Domestic,1,90+,Non-Members,Silent,B777-300,Mainline,77X,UA,2565,Medium,F13,C110,Domestic,non-member,PANASONIC,hub departure
946,2098,SFX,EWX,IRXXRR,2022-09-01,other (specify),-6,Early & Ontime,United Premium Plus,Domestic,1,90+,premier silver,Gen X,B777-200,Mainline,77U,UA,2565,Medium,F15,C123,Domestic,member,PANASONIC,hub departure
950,2500,SFX,EWX,FRXXPC,2022-09-01,chicken entrée,-20,Early & Ontime,Business,Domestic,1,90+,premier gold,Boomer,B777-200,Mainline,77U,UA,2565,Medium,F11,C98,Domestic,member,PANASONIC,hub departure
952,218,PDX,EWX,M5XXQZ,2022-09-01,chicken entrée,13,Delayed,Economy,Atlantic,2,80+,Non-Members,Gen X,B737-MAX8,Mainline,37E,UA,2576,Medium,2,B60,International,non-member,VIASAT,spoke departure
954,217,EWX,PDX,O3XXDZ,2022-09-01,chicken entrée,-4,Early & Ontime,Economy Plus,Atlantic,1,90+,premier 1k,Gen X,B737-MAX8,Mainline,37E,UA,2576,Medium,C103,2,International,member,VIASAT,hub departure
957,139,EWX,KEX,GHXXQS,2022-09-01,vegetarian entrée,-3,Early & Ontime,Business,Atlantic,1,90+,non-elite,Boomer,B757-200,Mainline,75B,UA,2601,Medium,C81,HOLD,International,member,PANASONIC,hub departure
960,140,KEX,EWX,DYXXKX,2022-09-01,vegetarian entrée,-18,Early & Ontime,Economy,Atlantic,1,0 to 70,premier silver,Boomer,B757-200,Mainline,75S,UA,2601,Medium,D32,B61,International,member,PANASONIC,spoke departure
963,2188,SFX,BOX,ISXXBK,2022-09-01,other (specify),-35,Early & Ontime,Business,Domestic,1,90+,premier gold,Boomer,B737-MAX9,Mainline,37X,UA,2704,Medium,E9,B23,Domestic,member,VIASAT,hub departure
964,478,BOX,SFX,BBXX4T,2022-09-01,beef entrée,-37,Early & Ontime,Business,Domestic,1,70+,Non-Members,Boomer,B737-MAX9,Mainline,37X,UA,2704,Medium,B24,F14,Domestic,non-member,VIASAT,spoke departure
977,914,KEX,ORX,JCXX14,2022-09-01,vegetarian entrée,-29,Early & Ontime,Economy Plus,Atlantic,1,0 to 70,non-elite,Boomer,B757-200,Mainline,75S,UA,2944,Medium,D34,M25,International,member,PANASONIC,spoke departure
978,913,ORX,KEX,NPXXKL,2022-09-01,chicken entrée,-3,Early & Ontime,Economy,Atlantic,1,90+,non-elite,Gen X,B757-200,Mainline,75S,UA,2944,Medium,C23,HOLD,International,member,PANASONIC,hub departure
981,914,KEX,ORX,FSXX6T,2022-09-01,chicken entrée,-29,Early & Ontime,Business,Atlantic,1,0 to 70,premier platinum,Boomer,B757-200,Mainline,75S,UA,2944,Medium,D34,M25,International,member,PANASONIC,spoke departure
983,978,SNX,EWX,M8XX8P,2022-09-01,chicken entrée,-10,Early & Ontime,Economy,Atlantic,1,90+,Non-Members,Boomer,B757-200,Mainline,75S,UA,3096,Long,108,C95,International,non-member,PANASONIC,spoke departure
986,856,LIX,IAX,M7XX1C,2022-09-01,sandwich/burger/wrap,-20,Early & Ontime,Economy Plus,Latin,1,90+,non-elite,Gen X,B767-300,Mainline,76A,UA,3133,Long,20,D12,International,member,PANASONIC,spoke departure
987,856,LIX,IAX,GSXXBD,2022-09-01,beef entrée,-20,Early & Ontime,Business,Latin,2,90+,global services,Boomer,B767-300,Mainline,76A,UA,3133,Long,20,D12,International,member,PANASONIC,spoke departure
988,23,DUX,EWX,MEXXM2,2022-09-01,other (specify),37,Delayed,Economy Plus,Atlantic,2,70+,non-elite,Boomer,B767-400,Mainline,76S,UA,3193,Long,USPC,C90,International,member,PANASONIC,spoke departure
990,24,EWX,DUX,BSXXVJ,2022-09-01,seafood entrée,-1,Early & Ontime,Business,Atlantic,2,90+,premier platinum,Gen X,B767-400,Mainline,76S,UA,3193,Long,C120,403,International,member,PANASONIC,hub departure
993,23,DUX,EWX,NWXXHP,2022-09-01,other (specify),37,Delayed,Business,Atlantic,2,70+,premier platinum,Gen X,B767-400,Mainline,76S,UA,3193,Long,USPC,C90,International,member,PANASONIC,spoke departure
995,26,LHX,BOX,LGXX4N,2022-09-01,other (specify),-27,Early & Ontime,Business,Atlantic,1,0 to 70,non-elite,Millennial,B767-300,Mainline,76L,UA,3265,Long,248,E-7,International,member,PANASONIC,spoke departure
998,25,BOX,LHX,DDXXEQ,2022-09-01,other (specify),-11,Early & Ontime,Economy,Atlantic,1,90+,non-elite,Gen Z,B767-300,Mainline,76L,UA,3265,Long,B23,233,International,member,PANASONIC,spoke departure
1001,38,EDX,EWX,GSXXEQ,2022-09-01,chicken entrée,22,Delayed,Economy,Atlantic,1,90+,non-elite,Boomer,B757-200,Mainline,75S,UA,3269,Long,2,B63,International,member,PANASONIC,spoke departure
1002,37,EWX,EDX,N8XXSD,2022-09-01,chicken entrée,-6,Early & Ontime,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B757-200,Mainline,75S,UA,3269,Long,C95,4A,International,member,PANASONIC,hub departure
1006,1737,DEX,OGX,CPXXWP,2022-09-01,chicken entrée,49,Delayed,Economy Plus,Domestic,1,0 to 70,Non-Members,Boomer,B777-200,Mainline,77G,UA,3303,Long,B42,23,Domestic,non-member,PANASONIC,hub departure
1008,1737,DEX,OGX,FDXXT8,2022-09-01,chicken entrée,49,Delayed,Economy Plus,Domestic,1,0 to 70,premier 1k,Gen X,B777-200,Mainline,77G,UA,3303,Long,B42,23,Domestic,member,PANASONIC,hub departure
1009,1431,OGX,DEX,ODXXDV,2022-09-01,vegetarian entrée,-10,Early & Ontime,Economy,Domestic,1,0 to 70,non-elite,Gen X,B777-200,Mainline,77G,UA,3303,Long,23,B32,Domestic,member,PANASONIC,spoke departure
1012,1431,OGX,DEX,BYXXF4,2022-09-01,chicken entrée,-10,Early & Ontime,Economy,Domestic,1,0 to 70,non-elite,Boomer,B777-200,Mainline,77G,UA,3303,Long,23,B32,Domestic,member,PANASONIC,spoke departure
1014,145,EWX,OPX,J6XXQB,2022-09-01,chicken entrée,-8,Early & Ontime,Economy Plus,Atlantic,1,90+,Non-Members,Boomer,B757-200,Mainline,75S,UA,3340,Long,C82,HOLD,International,non-member,PANASONIC,hub departure
1016,146,OPX,EWX,EEXXJP,2022-09-01,chicken entrée,-35,Early & Ontime,Economy Plus,Atlantic,1,90+,premier gold,Boomer,B757-200,Mainline,75B,UA,3340,Long,11,C134,International,member,PANASONIC,spoke departure
1018,385,DEX,HNX,NDXX8D,2022-09-01,chicken entrée,7,Delayed,Economy Plus,Domestic,1,80+,premier silver,Boomer,B777-200,Mainline,77O,UA,3365,Long,B36,G2,Domestic,member,PANASONIC,hub departure
1020,385,DEX,HNX,IFXX6G,2022-09-01,other (specify),7,Delayed,Business,Domestic,1,80+,non-elite,Boomer,B777-200,Mainline,77O,UA,3365,Long,B36,G2,Domestic,member,PANASONIC,hub departure
1027,65,EWX,LIX,ABXXER,2022-09-01,vegetarian entrée,41,Delayed,Business,Atlantic,2,90+,non-elite,Boomer,B787-10,Mainline,78J,UA,3385,Long,C125,46A,International,member,PANASONIC,hub departure
1029,65,EWX,LIX,MHXXTX,2022-09-01,beef entrée,41,Delayed,United Premium Plus,Atlantic,1,90+,premier platinum,Boomer,B787-10,Mainline,78J,UA,3385,Long,C125,46A,International,member,PANASONIC,hub departure
1030,65,EWX,LIX,P8XXK1,2022-09-01,other (specify),41,Delayed,Economy Plus,Atlantic,2,90+,premier gold,Boomer,B787-10,Mainline,78J,UA,3385,Long,C125,46A,International,member,PANASONIC,hub departure
1031,65,EWX,LIX,P6XXX4,2022-09-01,beef entrée,41,Delayed,Business,Atlantic,1,90+,premier silver,Gen X,B787-10,Mainline,78J,UA,3385,Long,C125,46A,International,member,PANASONIC,hub departure
1034,127,IAX,DUX,CPXXCY,2022-09-01,chicken entrée,-14,Early & Ontime,Business,Atlantic,2,90+,non-elite,Gen X,B777-200,Mainline,77U,UA,3405,Long,D5,403,International,member,PANASONIC,hub departure
1035,128,DUX,IAX,CZXXGS,2022-09-01,vegetarian entrée,-6,Early & Ontime,Business,Atlantic,2,70+,premier silver,Gen X,B777-200,Mainline,77U,UA,3405,Long,USPC,D5,International,member,PANASONIC,spoke departure
1038,127,IAX,DUX,A0XXX2,2022-09-01,other (specify),-14,Early & Ontime,Business,Atlantic,1,90+,premier silver,Gen X,B777-200,Mainline,77U,UA,3405,Long,D5,403,International,member,PANASONIC,hub departure
1040,935,EWX,LHX,MXXXGJ,2022-09-01,chicken entrée,0,Early & Ontime,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B767-300,Mainline,76L,UA,3466,Long,C128,231,International,member,PANASONIC,hub departure
1044,15,EWX,LHX,HZXX91,2022-09-01,seafood entrée,9,Delayed,Business,Atlantic,1,90+,Non-Members,Gen Z,B767-300,Mainline,76L,UA,3466,Long,C112,249,International,non-member,PANASONIC,hub departure
1045,17,EWX,LHX,L9XX5J,2022-09-01,other (specify),19,Delayed,United Premium Plus,Atlantic,1,90+,non-elite,Boomer,B767-300,Mainline,76L,UA,3466,Long,C71,232,International,member,PANASONIC,hub departure
1046,942,LHX,EWX,M8XX73,2022-09-01,chicken entrée,-8,Early & Ontime,Business,Atlantic,1,80+,premier silver,Gen Z,B767-300,Mainline,76L,UA,3466,Long,249,B55,International,member,PANASONIC,spoke departure
1049,17,EWX,LHX,PMXXFV,2022-09-01,chicken entrée,19,Delayed,United Premium Plus,Atlantic,1,90+,premier gold,Gen X,B767-300,Mainline,76L,UA,3466,Long,C71,232,International,member,PANASONIC,hub departure
1051,15,EWX,LHX,FKXXHB,2022-09-01,vegetarian entrée,9,Delayed,Economy,Atlantic,1,90+,Non-Members,Boomer,B767-300,Mainline,76L,UA,3466,Long,C112,249,International,non-member,PANASONIC,hub departure
1054,15,EWX,LHX,NKXX6V,2022-09-01,chicken entrée,9,Delayed,Business,Atlantic,1,90+,premier platinum,Millennial,B767-300,Mainline,76L,UA,3466,Long,C112,249,International,member,PANASONIC,hub departure
1056,16,LHX,EWX,PKXXBJ,2022-09-01,chicken entrée,-5,Early & Ontime,United Premium Plus,Atlantic,1,80+,non-elite,Millennial,B767-300,Mainline,76L,UA,3466,Long,249,B56,International,member,PANASONIC,spoke departure
1059,922,LHX,EWX,CRXX3F,2022-09-01,chicken entrée,-11,Early & Ontime,Economy Plus,Atlantic,1,70+,Non-Members,Boomer,B767-300,Mainline,76L,UA,3466,Long,247,B56,International,non-member,PANASONIC,spoke departure
1062,935,EWX,LHX,CHXXFS,2022-09-01,other (specify),0,Early & Ontime,United Premium Plus,Atlantic,1,90+,non-elite,Gen X,B767-300,Mainline,76L,UA,3466,Long,C128,231,International,member,PANASONIC,hub departure
1064,941,EWX,LHX,P2XX9C,2022-09-01,chicken entrée,-11,Early & Ontime,United Premium Plus,Atlantic,2,90+,premier silver,Gen Z,B767-300,Mainline,76L,UA,3466,Long,C74,243,International,member,PANASONIC,hub departure
1065,18,LHX,EWX,EWXXEQ,2022-09-01,chicken entrée,-28,Early & Ontime,Economy Plus,Atlantic,1,90+,Non-Members,Boomer,B767-300,Mainline,76L,UA,3466,Long,231,B56,International,non-member,PANASONIC,spoke departure
1066,16,LHX,EWX,P8XXMG,2022-09-01,sandwich/burger/wrap,-5,Early & Ontime,Business,Atlantic,1,80+,non-elite,Gen X,B767-300,Mainline,76L,UA,3466,Long,249,B56,International,member,PANASONIC,spoke departure
1068,942,LHX,EWX,J2XXXN,2022-09-01,vegetarian entrée,-8,Early & Ontime,Economy,Atlantic,1,80+,non-elite,Boomer,B767-300,Mainline,76L,UA,3466,Long,249,B55,International,member,PANASONIC,spoke departure
1071,16,LHX,EWX,BTXX17,2022-09-01,other (specify),-5,Early & Ontime,Business,Atlantic,1,80+,Non-Members,Boomer,B767-300,Mainline,76L,UA,3466,Long,249,B56,International,non-member,PANASONIC,spoke departure
